,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,EWS_DaysToThreat,scenario,policy,model
290,125.0,299.2576712911371,10,0.574171676538785,252.92668246109838,10,0.8581532526546921,85.37431830660658,10,0.5120955779476187,120.43481574770661,1.0,0.7755942248852933,78.91509552945757,1.0,0.9206376416724911,3.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,7.0,5.0,6.0,10.0,1.0,5.0,8.0,0.0,1.0,10.0,8.0,8.0,10.0,2.0,90,2,dikesnet
291,75.0,103.14178435075114,1.5,0.8365451056859854,61.58835210547154,1.0,0.42128531311180584,88.71209066171592,1.5,0.5500163981870324,340.5494207835879,1.0,0.3426967008391858,278.9237931746527,10,0.9790803919774509,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,7.0,5.0,6.0,10.0,1.0,5.0,8.0,0.0,1.0,10.0,8.0,8.0,10.0,2.0,91,2,dikesnet
292,65.0,85.79485389427136,1.0,0.5502863857730829,122.29315780739157,10,0.49682856325448443,257.8985527448584,10,0.5884763041928347,71.06283440605227,1.5,0.464123021045333,163.73902884183,1.5,0.8285038122394005,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,7.0,5.0,6.0,10.0,1.0,5.0,8.0,0.0,1.0,10.0,8.0,8.0,10.0,2.0,92,2,dikesnet
293,22.0,264.52522209408414,1.0,0.9137603364113679,155.97336147698718,1.5,0.44211718302661157,151.9346482720986,10,0.4267212960313367,115.56643818664111,1.5,0.5708291658265148,299.1663703315795,1.5,0.7059300577305633,3.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,7.0,5.0,6.0,10.0,1.0,5.0,8.0,0.0,1.0,10.0,8.0,8.0,10.0,2.0,93,2,dikesnet
294,23.0,223.50682082880888,10,0.7490117065732823,197.73302171059242,1.5,0.803182547316465,335.80853903004265,1.5,0.4901993396828225,81.4953144762126,10,0.26382793207430816,338.97999956943175,1.5,0.5394779594629071,1.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,7.0,5.0,6.0,10.0,1.0,5.0,8.0,0.0,1.0,10.0,8.0,8.0,10.0,2.0,94,2,dikesnet
295,63.0,44.00978348266574,1.5,0.1562977288246891,302.5097786567332,1.0,0.6065964317383582,206.40161416600932,10,0.09312023063748238,206.64131185915093,1.5,0.5517977004460773,100.01036871318183,10,0.8175851910220223,2.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,7.0,5.0,6.0,10.0,1.0,5.0,8.0,0.0,1.0,10.0,8.0,8.0,10.0,2.0,95,2,dikesnet
296,105.0,205.320230177482,1.0,0.8924615539651138,41.51609657260411,1.5,0.5114380498001913,55.37732132438615,10,0.0862114483387114,221.35296648902013,1.0,0.10387913584281554,168.06501592066016,10,0.9808572933670827,4.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,7.0,5.0,6.0,10.0,1.0,5.0,8.0,0.0,1.0,10.0,8.0,8.0,10.0,2.0,96,2,dikesnet
297,47.0,278.5417710217881,10,0.8455576242295457,95.56283880080335,1.0,0.9199063244758646,62.30964337888179,1.5,0.46725048090494353,55.63905214461864,1.5,0.24596724693200953,200.7189588028747,10,0.7458073694920532,2.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,7.0,5.0,6.0,10.0,1.0,5.0,8.0,0.0,1.0,10.0,8.0,8.0,10.0,2.0,97,2,dikesnet
298,83.0,106.24592062988141,1.0,0.7593357631805622,56.06498241985673,10,0.27428184587270343,107.22992690398202,1.0,0.828628167446481,130.14924376178567,1.5,0.02346446322909134,71.90587169796041,1.5,0.7109777188380542,1.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,7.0,5.0,6.0,10.0,1.0,5.0,8.0,0.0,1.0,10.0,8.0,8.0,10.0,2.0,98,2,dikesnet
299,42.0,190.56835170916594,1.0,0.2864478682291515,151.33789294497888,10,0.9312415719539009,316.6767439881138,10,0.8602981726960514,299.09706147452005,1.0,0.0013855144547385645,254.5174903328546,1.0,0.481038704318263,4.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,7.0,5.0,6.0,10.0,1.0,5.0,8.0,0.0,1.0,10.0,8.0,8.0,10.0,2.0,99,2,dikesnet
300,123.0,132.26833246363606,1.5,0.5020753093893539,217.80123694883972,1.0,0.8739100321148652,220.47426853703809,1.0,0.1294807885404106,211.20032806396296,1.0,0.3024309795373358,53.878185518636016,1.0,0.08609603756015485,4.5,1.5,1.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,0,3,dikesnet
301,11.0,270.5470099328251,10,0.6919778420341135,245.02371199798415,1.5,0.39953302459175666,196.64472223238843,1.5,0.6149907304992358,143.49138395366595,1.0,0.2556649190292502,58.89125229882097,10,0.20237150936121456,3.5,3.5,4.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,1,3,dikesnet
302,53.0,347.00182945036175,1.0,0.37270000273870296,163.06039426272145,1.5,0.40884759507316587,227.93999843644397,1.0,0.16786591228440853,45.51822045226754,1.5,0.9187136558716102,266.16375878330336,1.0,0.30603042545962744,2.5,3.5,2.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,2,3,dikesnet
303,58.0,339.5817576184738,1.0,0.8058244406932104,312.83051460851357,10,0.4672148602168698,341.0740292511958,1.0,0.45649113407570785,30.919184845285738,10,0.6493995125940839,190.25708428099475,1.0,0.3287509147564496,1.5,4.5,4.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,3,3,dikesnet
304,0.0,330.21915485332005,10,0.19691836329660362,263.3979463707604,10,0.43577592591146436,178.36532986828178,1.5,0.9818075867328575,141.8084381632845,10,0.01094721773121815,57.94245675894764,1.5,0.2230896846730234,1.5,3.5,2.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,4,3,dikesnet
305,130.0,306.07514575713344,1.5,0.6518342997764286,78.33021315218224,1.5,0.5595707899693895,113.22689818223843,1.5,0.25376296336976817,73.10134885983186,10,0.7938571341094227,335.03841999423213,1.0,0.5550816137774237,4.5,4.5,4.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,5,3,dikesnet
306,2.0,296.2789029786762,1.0,0.04411758429104979,289.3179680032123,1.5,0.38860733233454786,263.0141509367463,1.5,0.24160975880423216,248.70838548048027,10,0.3742870395656441,304.2426339156797,10,0.4621933105398615,1.5,3.5,3.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,6,3,dikesnet
307,26.0,83.74812782084712,10,0.7955697264693713,91.22234055262052,10,0.6712628762024386,119.62965830034682,10,0.2929552144203623,227.68467451558362,1.5,0.9469143505315616,259.4883389195868,10,0.6500120996154847,3.5,1.5,2.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,7,3,dikesnet
308,50.0,70.76104740542593,1.5,0.6499037494850841,184.3994770067584,10,0.4567876810929054,77.34196208990139,1.0,0.04584902217434216,55.511099328092044,1.0,0.06161055248221929,105.83748713596255,10,0.6027239382272088,3.5,3.5,2.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,8,3,dikesnet
309,128.0,128.56172701865205,10,0.7058580378971812,160.87635486963694,1.0,0.22738837585022192,255.81696536201406,1.0,0.7056362126243297,278.4395370551865,10,0.5368716232316179,243.57747651268707,10,0.5415543957165336,3.5,4.5,1.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,9,3,dikesnet
310,73.0,78.74438518667063,10,0.5417303107535407,137.8403769070036,1.0,0.37576301479296675,166.19517068725247,1.5,0.9950315112654884,238.84923270824854,1.0,0.08145778468719578,203.67305127969118,10,0.4006482525301714,4.5,4.5,3.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,10,3,dikesnet
311,96.0,258.28422642524106,1.0,0.6625175645511815,277.1453782241292,1.0,0.2505027194898709,73.84219802793189,1.5,0.41997873716169964,64.27698738898206,1.5,0.2996828475458745,141.87050415093134,1.0,0.4912097745668529,1.5,1.5,1.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,11,3,dikesnet
312,29.0,253.89236540512604,1.0,0.7702712037031694,165.41530093938468,10,0.9058358348207293,306.7428944231818,1.5,0.33922004470974215,274.1157649362867,1.0,0.49109923453186455,194.7389806420316,1.5,0.8480221105910823,2.5,2.5,2.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,12,3,dikesnet
313,10.0,171.12625317355966,1.0,0.13345451236489514,36.67176934474892,1.0,0.3323668099607254,123.2410857506965,1.5,0.30939014953242755,313.7586350264777,1.5,0.8366763895719785,49.88017122519651,1.0,0.5284773681353796,3.5,2.5,1.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,13,3,dikesnet
314,92.0,254.78294725040826,10,0.44139616030313733,280.31065832436246,1.5,0.47690894783287774,211.0523949984459,10,0.6448912022327232,336.1051816015218,1.5,0.45536084236727775,116.15344910619154,10,0.025967659373707368,2.5,1.5,4.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,14,3,dikesnet
315,12.0,143.50312578970102,1.0,0.2533931625875378,332.15551612766984,10,0.2336368519516008,32.97526382284519,1.0,0.5703197389838482,255.56291714704443,1.5,0.5416528640210968,251.1099492039443,10,0.5082300572076481,1.5,1.5,1.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,15,3,dikesnet
316,93.0,42.72315820936569,1.5,0.9013214296533048,327.2657772096942,1.5,0.19267412587900662,187.77915931627126,1.5,0.632945749561186,196.85682355809,10,0.14630537760905032,123.76982553767814,1.0,0.6340305689072965,2.5,2.5,4.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,16,3,dikesnet
317,104.0,240.8605482583867,1.0,0.45296488313606437,180.72860635779625,1.5,0.9888992154128043,141.37982974605532,10,0.379425176692254,252.20976682963305,1.5,0.2780010113427038,323.8181768027993,10,0.04433656739580478,4.5,2.5,3.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,17,3,dikesnet
318,111.0,116.37255264964843,1.5,0.6384384827438458,168.6165130717509,1.5,0.31097469430546076,128.86039933835065,10,0.9053277727682983,108.5332056236166,1.0,0.7107249476144686,198.81307311048235,10,0.372220357048641,2.5,1.5,4.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,18,3,dikesnet
319,109.0,149.57887823558397,10,0.35760146948974736,125.45158952018394,1.0,0.8392336980853211,99.85490977296828,1.5,0.5322478307917432,311.04583647398147,1.5,0.5607177815237773,133.62988799088492,1.5,0.31108492515172387,2.5,3.5,4.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,19,3,dikesnet
320,55.0,345.7148100536511,1.0,0.6151648103616544,263.92907298416236,10,0.10353668215554433,275.09603750766814,1.5,0.6536648612012445,200.9120779776722,10,0.7326147727318674,328.55241212064277,1.5,0.26802558501973156,1.5,1.5,1.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,20,3,dikesnet
321,53.0,331.24996674885756,1.5,0.4135416485371057,30.10696696304444,1.5,0.17136043225016181,105.2271107681845,1.0,0.44795365825871114,137.2337103675844,1.5,0.03643387883551791,333.6266319742587,10,0.24010835754336554,2.5,1.5,1.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,21,3,dikesnet
322,117.0,95.77213400471335,1.0,0.597620222594493,220.73885436231132,1.0,0.6809710123778331,39.34709850322898,1.0,0.6807242385113891,85.89436932012077,1.0,0.5857523944647923,182.70773162666504,1.5,0.9927285280284505,2.5,4.5,4.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,22,3,dikesnet
323,69.0,325.1904380143655,10,0.06563944116064153,47.57160700035278,1.5,0.044642274171595435,242.8013674093384,10,0.5480950428662001,329.80886583309467,10,0.9649741895341868,267.9225316866376,1.5,0.17882537669670814,1.5,1.5,4.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,23,3,dikesnet
324,81.0,217.1228188425955,10,0.2670248010974162,300.5627784431633,1.0,0.7594850479719025,162.42841882113794,1.5,0.28762399101546315,247.32385898753478,1.5,0.5053866535181646,297.68448374928664,1.5,0.1944924165821809,3.5,2.5,1.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,24,3,dikesnet
325,41.0,178.01724356131447,10,0.07759336314174789,35.89706679850076,10,0.7252934203579947,117.98333277090973,1.0,0.5254663187769951,134.79628847047985,10,0.8879579196173951,126.3788158135485,1.0,0.6230072775869149,4.5,3.5,2.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,25,3,dikesnet
326,33.0,292.65022855545203,1.0,0.8681601444550056,113.93665138180351,1.0,0.5930897891770938,322.2190905785392,10,0.017233747712171742,298.08434565557616,10,0.5974328306333968,271.0249254587339,1.0,0.13298829238984114,2.5,3.5,2.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,26,3,dikesnet
327,122.0,221.65918773604943,1.5,0.051803890549080384,67.32082782097373,1.0,0.20452798133405536,267.511967275542,1.0,0.7950413745579697,129.19324026844345,10,0.15668243003935886,157.54469711807707,1.5,0.3403937463369888,2.5,2.5,1.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,27,3,dikesnet
328,29.0,107.93049222585906,10,0.989800575511852,174.97020073235328,1.5,0.6975882147840863,287.74686147424757,1.0,0.7736319324807753,190.29616079351203,1.5,0.31426789006504785,152.00894417863543,1.0,0.8506113428643788,3.5,4.5,3.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,28,3,dikesnet
329,99.0,62.933284158103866,1.0,0.27594487209633034,327.7828766968771,1.0,0.7441564594371547,244.5247236141064,1.0,0.3455492853766032,271.1152950532846,1.5,0.745576715311525,291.17508844847805,1.0,0.7940839417513615,4.5,2.5,4.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,29,3,dikesnet
330,7.0,137.02126626408423,1.5,0.11532045091124196,85.8973633512919,10,0.6220008697543145,330.14479833055583,1.5,0.72189980280621,349.9001475012715,10,0.3681127455032368,43.72946213620675,10,0.28322516667931436,4.5,1.5,2.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,30,3,dikesnet
331,61.0,152.28362533540576,1.0,0.2429170809566583,239.64316775357176,1.5,0.9411126737760823,281.72511306113165,10,0.06370218318797122,216.52717679457106,1.0,0.43446722689516437,316.442085972822,1.5,0.06062840597827627,2.5,2.5,2.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,31,3,dikesnet
332,119.0,280.9592459549712,1.5,0.7154612318840897,309.77761983623816,10,0.7962963259904983,213.34102571537372,1.5,0.9179352685243488,291.87924086162667,10,0.9397396317664247,110.20543662963561,1.5,0.051763919550234974,3.5,2.5,1.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,32,3,dikesnet
333,91.0,244.41093523742498,10,0.859453898962804,212.29814300513598,1.0,0.7740805822823167,48.662033294131504,1.0,0.9630562073841087,164.70023507931867,10,0.7849723282208343,88.00331558447364,1.0,0.01542389269969768,2.5,4.5,3.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,33,3,dikesnet
334,51.0,147.34888267936867,1.5,0.08225386152419473,338.84963731896966,1.5,0.6537242615005401,321.0030461694319,10,0.8909229403807812,188.24740803286838,1.5,0.6139567945770724,176.34286655626516,10,0.5906127745545035,2.5,4.5,1.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,34,3,dikesnet
335,5.0,268.31923558754573,1.5,0.512916272701039,140.83193613756598,1.0,6.73007538770265e-05,302.6991849200641,10,0.20037993981138844,235.6467683858466,1.0,0.7025069228239292,62.600457746457046,10,0.9313591776526166,4.5,2.5,2.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,35,3,dikesnet
336,97.0,112.88157586577411,1.5,0.22275363232036244,257.5490485353288,1.5,0.5772830233846165,61.82492695717518,1.5,0.7122875843444515,182.7999446281699,1.0,0.806267127225827,308.779709943008,1.5,0.3522200826052915,4.5,4.5,2.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,36,3,dikesnet
337,56.0,243.19240691603994,10,0.3054158634291212,248.7260673504915,10,0.7322227761159854,236.35006811139036,1.0,0.1349710445735901,172.7136224020186,1.0,0.33512094895277295,294.7207121629735,10,0.781880428424325,2.5,3.5,3.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,37,3,dikesnet
338,4.0,321.4415700065729,1.0,0.4264371875990303,131.18537424233156,1.5,0.8668102055963983,251.2584876705661,10,0.609702473795509,51.133370499013395,10,0.6966683067156425,109.77302331115978,10,0.6677219660265176,4.5,4.5,1.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,38,3,dikesnet
339,2.0,93.81828770734151,1.0,0.9575660953027939,297.2533814684644,10,0.7667855628269531,301.36711807709565,1.0,0.9354485131131122,48.176152014996774,1.0,0.20495980634406236,206.93695458076434,1.0,0.45124546538266647,4.5,2.5,3.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,39,3,dikesnet
340,38.0,315.5562662367029,1.0,0.9614239063998149,192.76075549266307,1.5,0.0942492203480466,84.3048467434611,1.0,0.7854957576719024,267.0048170892665,10,0.9258251247487329,93.90776436452902,1.5,0.09784331433077009,4.5,3.5,2.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,40,3,dikesnet
341,23.0,247.81739437893714,1.5,0.21460027547083396,256.88215554192425,10,0.14068819335030044,192.61994252912447,1.0,0.2653664498285414,90.25978717904145,10,0.6577119047506435,282.51239430265014,1.0,0.9145510755258034,1.5,2.5,1.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,41,3,dikesnet
342,61.0,39.02903632685417,1.0,0.8250194678719841,109.08336720751998,1.0,0.7883805892559549,50.70961728501041,1.0,0.6703071308356618,111.90948115427605,1.0,0.5264044130256945,160.24931930169618,1.0,0.6146298264646659,3.5,1.5,3.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,7.0,6.0,9.0,3.0,3.0,10.0,9.0,6.0,8.0,4.0,1.0,4.0,42,3,dikesnet
